Date,State,District,Latitude,Longitude,Volatility
2014-06-01,odisha,Dhenkanal,20.83514935,85.60223048,0.486966963599366
2014-07-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2278009026467067
2014-08-01,odisha,Dhenkanal,20.83514935,85.60223048,0.1925265644497414
2014-09-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2678046643351023
2014-10-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3469197952343462
2014-11-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3258081241963749
2014-12-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3987440266909256
2015-01-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4369722568863263
2015-02-01,odisha,Dhenkanal,20.83514935,85.60223048,0.557987203701201
2015-03-01,odisha,Dhenkanal,20.83514935,85.60223048,0.6075760138310863
2015-04-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3774594014518569
2015-05-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3755559839705857
2015-06-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2995130704291787
2015-07-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3348049584265813
2015-08-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2667991838612822
2015-09-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3385861128044974
2015-10-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3074035526049798
2015-11-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2203938207522948
2015-12-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2411193218865468
2016-01-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2263999115870964
2016-02-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2794823750696458
2016-03-01,odisha,Dhenkanal,20.83514935,85.60223048,0.232993825530012
2016-04-01,odisha,Dhenkanal,20.83514935,85.60223048,0.1995088792660746
2016-05-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2754104918625648
2016-06-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2622293254396204
2016-07-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2197340961054275
2016-08-01,odisha,Dhenkanal,20.83514935,85.60223048,0.1637390330673474
2016-09-01,odisha,Dhenkanal,20.83514935,85.60223048,0.1854744993589099
2016-10-01,odisha,Dhenkanal,20.83514935,85.60223048,0.2365741124489785
2016-11-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3130551405486602
2016-12-01,odisha,Dhenkanal,20.83514935,85.60223048,0.3728291967774708
2017-01-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4713538566273744
2017-02-01,odisha,Dhenkanal,20.83514935,85.60223048,0.5900315417769945
2017-03-01,odisha,Dhenkanal,20.83514935,85.60223048,0.5692933827010752
2017-04-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4150054877067093
2017-05-01,odisha,Dhenkanal,20.83514935,85.60223048,0.4073239276813877
